0.000000000,1.030735
0.000002000,1.053655
0.000004001,1.076074
0.000006001,1.097589
0.000008002,1.117817
0.000010002,1.136401
0.000012002,1.153019
0.000014003,1.167394
0.000016003,1.179294
0.000018004,1.188543
0.000020004,1.195022
0.000022004,1.198675
0.000024005,1.199503
0.000026005,1.197573
0.000028006,1.193011
0.000030006,1.185999
0.000032006,1.176773
0.000034007,1.165617
0.000036007,1.152856
0.000038008,1.138849
0.000040008,1.123980
0.000042008,1.108650
0.000044009,1.093269
0.000046009,1.078244
0.000048010,1.063973
0.000050010,1.050831
0.000052010,1.039168
0.000054011,1.029296
0.000056011,1.021483
0.000058012,1.015949
0.000060012,1.012859
0.000062012,1.012318
0.000064013,1.014373
0.000066013,1.019008
0.000068014,1.026145
0.000070014,1.035646
0.000072014,1.047319
0.000074015,1.060917
0.000076015,1.076148
0.000078016,1.092681
0.000080016,1.110149
0.000082016,1.128165
0.000084017,1.146325
0.000086017,1.164218
0.000088018,1.181438
0.000090018,1.197591
0.000092018,1.212303
0.000094019,1.225233
0.000096019,1.236074
0.000098020,1.244567
0.000100020,1.250502
0.000102020,1.253723
0.000104021,1.254136
0.000106021,1.251707
0.000108022,1.246463
0.000110022,1.238492
0.000112022,1.227943
0.000114023,1.215021
0.000116023,1.199980
0.000118024,1.183122
0.000120024,1.164788
0.000122024,1.145347
0.000124025,1.125194
0.000126025,1.104737
0.000128026,1.084388
0.000130026,1.064554
0.000132026,1.045629
0.000134027,1.027984
0.000136027,1.011959
0.000138028,0.997853
0.000140028,0.985922
0.000142028,0.976370
0.000144029,0.969344
0.000146029,0.964932
0.000148030,0.963162
0.000150030,0.963998
0.000152030,0.967346
0.000154031,0.973051
0.000156031,0.980902
0.000158032,0.990640
0.000160032,1.001960
0.000162032,1.014521
0.000164033,1.027951
0.000166033,1.041856
0.000168034,1.055833
0.000170034,1.069474
0.000172034,1.082376
0.000174035,1.094154
0.000176035,1.104447
0.000178036,1.112926
0.000180036,1.119301
0.000182036,1.123332
0.000184037,1.124829
0.000186037,1.123659
0.000188038,1.119748
0.000190038,1.113086
0.000192038,1.103723
0.000194039,1.091770
0.000196039,1.077395
0.000198040,1.060824
0.000200040,1.042329
0.000202040,1.022228
0.000204041,1.000872
0.000206041,0.978643
0.000208042,0.955943
0.000210042,0.933182
0.000212042,0.910774
0.000214043,0.889122
0.000216043,0.868617
0.000218044,0.849618
0.000220044,0.832454
0.000222044,0.817413
0.000224045,0.804732
0.000226045,0.794598
0.000228046,0.787139
0.000230046,0.782423
0.000232046,0.780456
0.000234047,0.781184
0.000236047,0.784491
0.000238048,0.790203
0.000240048,0.798094
0.000242048,0.807887
0.000244049,0.819266
0.000246049,0.831876
0.000248050,0.845339
0.000250050,0.859257
0.000252050,0.873222
0.000254051,0.886828
0.000256051,0.899678
0.000258052,0.911393
0.000260052,0.921622
0.000262052,0.930048
0.000264053,0.936399
0.000266053,0.940448
0.000268054,0.942025
0.000270054,0.941016
0.000272054,0.937370
0.000274055,0.931095
0.000276055,0.922262
0.000278056,0.911001
0.000280056,0.897499
0.000282056,0.881999
0.000284057,0.864787
0.000286057,0.846192
0.000288058,0.826577
0.000290058,0.806330
0.000292058,0.785856
0.000294059,0.765565
0.000296059,0.745869
0.000298060,0.727165
0.000300060,0.709833
0.000302060,0.694222
0.000304061,0.680646
0.000306061,0.669374
0.000308062,0.660626
0.000310062,0.654566
0.000312062,0.651302
0.000314063,0.650879
0.000316063,0.653281
0.000318064,0.658429
0.000320064,0.666186
0.000322064,0.676359
0.000324065,0.688700
0.000326065,0.702918
0.000328066,0.718679
0.000330066,0.735618
0.000332066,0.753347
0.000334067,0.771462
0.000336067,0.789553
0.000338068,0.807212
0.000340068,0.824047
0.000342068,0.839683
0.000344069,0.853780
0.000346069,0.866031
0.000348070,0.876178
0.000350070,0.884011
0.000352070,0.889375
0.000354071,0.892176
0.000356071,0.892380
0.000358072,0.890013
0.000360072,0.885167
0.000362072,0.877987
0.000364073,0.868678
0.000366073,0.857496
0.000368074,0.844739
0.000370074,0.830747
0.000372074,0.815890
0.000374075,0.800559
0.000376075,0.785160
0.000378076,0.770102
0.000380076,0.755791
0.000382076,0.742615
0.000384077,0.730944
0.000386077,0.721111
0.000388078,0.713414
0.000390078,0.708102
0.000392078,0.705376
0.000394079,0.705377
0.000396079,0.708190
0.000398080,0.713834
0.000400080,0.722272
0.000402080,0.733401
0.000404081,0.747061
0.000406081,0.763038
0.000408082,0.781067
0.000410082,0.800836
0.000412082,0.822000
0.000414083,0.844182
0.000416083,0.866984
0.000418084,0.889996
0.000420084,0.912806
0.000422084,0.935008
0.000424085,0.956213
0.000426085,0.976053
0.000428086,0.994197
0.000430086,1.010352
0.000432086,1.024273
0.000434087,1.035765
0.000436087,1.044693
0.000438088,1.050980
0.000440088,1.054611
0.000442088,1.055632
0.000444089,1.054150
0.000446089,1.050330
0.000448090,1.044394
0.000450090,1.036608
0.000452090,1.027287
0.000454091,1.016777
0.000456091,1.005455
0.000458092,0.993717
0.000460092,0.981968
0.000462092,0.970616
0.000464093,0.960060
0.000466093,0.950681
0.000468094,0.942836
0.000470094,0.936844
0.000472094,0.932987
0.000474095,0.931495
0.000476095,0.932549
0.000478096,0.936268
0.000480096,0.942714
0.000482096,0.951886
0.000484097,0.963721
0.000486097,0.978098
0.000488098,0.994835
0.000490098,1.013698
0.000492098,1.034406
0.000494099,1.056633
0.000496099,1.080021
0.000498100,1.104183
0.000500100,1.128717
0.000502100,1.153209
0.000504101,1.177249
0.000506101,1.200432
